,Date,Open,High,Low,Close,Adj Close,Volume,daily_return,moving_average_5,moving_average_20
AAPL,2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,141.013916015625,70207900.0,0.0,137.93004455566407,140.39972763061525
AAPL,2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.81317138671875,67083400.0,-0.029789575012162506,138.24261474609375,139.79251022338866
AAPL,2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,138.59500122070312,66242400.0,0.01302381792574514,139.01507568359375,139.31420211791993
AAPL,2022-06-30,137.25,138.3699951171875,133.77000427246094,136.72000122070312,136.09645080566406,98964500.0,-0.018027709463058428,138.70649108886718,138.71743698120116
AAPL,2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,138.29635620117188,71051600.0,0.016164311284275312,138.16297912597656,138.10623626708986
AAPL,2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.91436767578125,73353800.0,0.018930444348085995,138.1430694580078,137.91610717773438
AAPL,2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,142.26817321777344,74064300.0,0.009607292459396621,139.23406982421875,137.75584182739257
AAPL,2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,145.68252563476562,66253700.0,0.02399941139165218,140.65157470703124,137.6383804321289
AAPL,2022-07-08,145.25999450683594,147.5500030517578,145.0,147.0399932861328,146.36936950683594,64547800.0,0.004714662030175676,142.70615844726564,137.59258956909179
AAPL,2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,144.20925903320312,63141600.0,-0.01475794068739178,143.88873901367188,137.7035804748535
AAPL,2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,145.19476318359375,77588800.0,0.006833847958151784,144.74481811523438,138.13808975219726
AAPL,2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.82644653320312,71185600.0,-0.0025367075389964855,145.2564727783203,138.81548614501952
AAPL,2022-07-14,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.7928466796875,78140700.0,0.02048244790570264,145.67853698730468,139.59740295410157
AAPL,2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,149.48509216308594,76259900.0,0.011450117657358927,146.3016815185547,140.3310417175293
AAPL,2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,146.3992462158203,81420900.0,-0.020643168510067977,146.73967895507812,141.17766342163085
AAPL,2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,151.0,150.3113250732422,82982400.0,0.026721987705146555,147.76299133300782,142.1452308654785
AAPL,2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,152.34201049804688,64823400.0,0.013509863104561148,149.26610412597657,142.99981536865235
AAPL,2022-07-21,154.5,155.57000732421875,151.94000244140625,155.35000610351562,154.64149475097656,65086600.0,0.015094222830669413,150.63583374023438,143.99525527954103
AAPL,2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,153.38722229003906,66675400.0,-0.008110840256409069,151.416259765625,144.78264770507812
AAPL,2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,152.25242614746094,53623900.0,-0.00739824429724889,152.58689575195314,145.3445732116699
AAPL,2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.90858459472656,55138700.0,-0.008826404851065117,152.70634765625,145.839306640625
AAPL,2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,156.0749053955078,78620700.0,0.034234770769705936,153.4529266357422,146.80239334106446
AAPL,2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,156.63235473632812,81378700.0,0.0035716782233996547,153.8510986328125,147.7042610168457
AAPL,2022-07-29,161.24000549316406,163.6300048828125,159.5,162.50999450683594,161.76882934570312,101786900.0,0.03279319025766836,155.5274200439453,148.98787994384764
AAPL,2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,160.77337646484375,67829400.0,-0.006153551860921702,157.2316101074219,150.11173095703126
AAPL,2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,159.28021240234375,59907000.0,-0.009287383864992727,158.90593566894532,151.03002319335937
AAPL,2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,165.37232971191406,82507500.0,0.03824779749904872,160.76542053222656,152.18523101806642
AAPL,2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,165.05377197265625,55474100.0,-0.0019263061711276563,162.4497039794922,153.15379333496094
AAPL,2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,164.8245086669922,56697000.0,-0.0013890219103992463,163.06083984375,154.07655029296876
AAPL,2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,164.3460235595703,60276900.0,-0.002902997322980605,163.7753692626953,155.0833885192871
AAPL,2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,164.3958740234375,63135500.0,0.0003033262551017657,164.79850158691406,156.0434440612793
AAPL,2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,168.7021484375,70170500.0,0.026194540706347524,165.46446533203124,157.23722915649415
AAPL,2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.95452880859375,57149200.0,-0.004431595186135007,166.04461669921875,158.24531326293945
AAPL,2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,171.5530548095703,68039400.0,0.021425596716582396,167.39032592773438,159.34871139526368
AAPL,2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,172.63958740234375,54091700.0,0.006333507695211349,169.04903869628907,160.66072845458984
AAPL,2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,172.4801025390625,56377100.0,-0.0009238023890173475,170.66588439941407,161.76916732788087
AAPL,2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.99526977539062,79542000.0,0.00878459146315147,171.7245086669922,162.85183029174806
AAPL,2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,173.59652709960938,62290100.0,-0.0022916868734189633,172.8529083251953,163.7995819091797
AAPL,2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.97488403320312,70346300.0,-0.015101932683837416,172.73727416992188,164.6789649963379
AAPL,2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,167.03744506835938,69026800.0,-0.02302934133927592,171.616845703125,165.4182159423828
AAPL,2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,166.69851684570312,54147100.0,-0.002029055356525311,170.4605285644531,166.20771255493165
AAPL,2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.99757385253906,53841500.0,0.0017939992058402243,169.0609893798828,166.75384597778321
AAPL,2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,169.4896240234375,51218200.0,0.014922672907206058,168.23960876464844,167.39670944213867
AAPL,2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,163.10000610351562,78961000.0,-0.03769916864667955,166.66463317871094,167.4632682800293
AAPL,2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.8671112060547,73314000.0,-0.013690342206632233,165.43056640625,167.46795501708985
AAPL,2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,158.40496826171875,77906200.0,-0.01530544637668152,163.77185668945313,167.4241928100586
AAPL,2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,156.7203369140625,87991100.0,-0.010634965343213731,161.7164093017578,166.99159317016603
AAPL,2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,157.45799255371094,74229900.0,0.004706827806610248,159.3100830078125,166.61180419921874
AAPL,2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,155.3148193359375,76957800.0,-0.013611079266378723,157.75304565429687,166.136319732666
AAPL,2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,154.0388946533203,73714800.0,-0.008215086545331096,156.38740234375,165.6209632873535
AAPL,2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,155.46435546875,87449600.0,0.009253901870938774,155.79927978515624,165.17438735961915
AAPL,2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.9691162109375,84923800.0,-0.009617891209236396,155.24903564453126,164.437735748291
AAPL,2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.86985778808594,68028800.0,0.018839762470120425,155.13140869140625,163.8835021972656
AAPL,2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.9105987548828,104956000.0,0.03850797758073621,156.65056457519532,163.45137939453124
AAPL,2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,153.35107421875,122656600.0,-0.05867957400682189,156.51300048828125,162.48695373535156
AAPL,2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,154.81640625,87965400.0,0.009555407672982907,156.38341064453124,161.60376892089843
AAPL,2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.88575744628906,90481100.0,-0.01892983356672473,155.96673889160155,160.49829330444337
AAPL,2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,150.2210693359375,162278800.0,-0.010960133052239862,154.63698120117186,159.32952041625975
AAPL,2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.98904418945312,81474200.0,0.02508286534087545,152.85267028808593,158.48022842407227
AAPL,2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,156.40135192871094,107689800.0,0.015665450434837025,153.4627258300781,157.94842376708985
AAPL,2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,153.23146057128906,101696800.0,-0.020267672359166933,153.14573669433594,157.27507095336915
AAPL,2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,152.2545928955078,86652500.0,-0.006375111691419133,153.2195037841797,156.53792190551758
AAPL,2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.95191955566406,96029900.0,-0.015123834992774698,153.165673828125,155.5610366821289
AAPL,2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,150.2908477783203,93339400.0,0.0022602459752469883,152.42603454589843,154.92057876586915
AAPL,2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,151.27769470214844,84442700.0,0.006566247635276801,151.40130310058595,154.44110794067382
AAPL,2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,149.36378479003906,146691400.0,-0.012651633248891625,150.62776794433594,153.98904876708986
AAPL,2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,142.0271759033203,128138200.0,-0.049119061203703684,148.58228454589843,153.25439071655273
AAPL,2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,137.76077270507812,124925300.0,-0.030039344027697812,146.14405517578126,152.2695297241211
AAPL,2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,141.99728393554688,114311700.0,0.030752667448653126,144.48534240722657,151.60365295410156
AAPL,2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,145.63568115234375,87830100.0,0.025623005707970936,143.35693969726563,151.18349227905273
AAPL,2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,145.93472290039062,79471000.0,0.002053354958624798,142.67112731933594,150.70701065063477
AAPL,2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,144.96780395507812,68402200.0,-0.006625694872991139,143.2592529296875,150.2569450378418
AAPL,2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,139.644775390625,85925600.0,-0.036718694904853466,143.63605346679688,149.39569091796875
AAPL,2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,139.97373962402344,74899000.0,0.002355721740954664,143.2313446044922,148.24884796142578
AAPL,2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,138.53829956054688,77033700.0,-0.010255066895635045,141.8118682861328,147.50820922851562
AAPL,2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,137.90032958984375,70433700.0,-0.0046050079488979545,140.20498962402343,146.66240539550782
AAPL,2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,142.5355682373047,113224000.0,0.03361296279165904,139.71854248046876,146.19489593505858
AAPL,2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,137.94021606445312,88598000.0,-0.032240038256281744,139.37763061523438,145.5808532714844
AAPL,2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,141.95741271972656,85250900.0,0.02912273715300251,139.774365234375,144.97927169799806
AAPL,2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,143.29315185546875,99136600.0,0.009409435619817996,140.72533569335937,144.32386169433593
AAPL,2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,143.40280151367188,61758300.0,0.0007652121317962557,141.825830078125,143.8324287414551
AAPL,2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,142.93429565429688,64522000.0,-0.0032670621105705955,141.90557556152345,143.36641387939454
AAPL,2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,146.8019561767578,86548600.0,0.0270590099091077,143.67792358398438,143.20891571044922
AAPL,2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,148.9750213623047,75981900.0,0.014802699106613915,145.0814453125,143.14312438964845
AAPL,2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,151.85585021972656,74732300.0,0.019337663663868465,146.79398498535156,143.17203216552736
AAPL,2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,148.87535095214844,88194300.0,-0.019627161306367324,147.88849487304688,143.14761047363282
AAPL,2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,144.33981323242188,109180200.0,-0.030465336878932825,148.1695983886719,143.26324234008788
AAPL,2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,155.24505615234375,164762400.0,0.07555256360462237,149.85821838378905,144.13745651245117
AAPL,2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,152.85267639160156,97943200.0,-0.015410344264969789,150.63374938964844,144.68022613525392
AAPL,2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,150.1712188720703,80379300.0,-0.01754275805195249,150.29682312011718,144.90700302124023
AAPL,2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,144.56907653808594,93604600.0,-0.0373050333883006,149.4355682373047,144.838720703125
AAPL,2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,138.43862915039062,97918500.0,-0.04240497023635814,148.25533142089844,144.51226196289062
AAPL,2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,138.16903686523438,140814800.0,-0.0019473775983680497,144.84012756347656,144.4384750366211
AAPL,2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,138.7082061767578,83374600.0,0.0039022441189144885,142.0112335205078,144.3751983642578
AAPL,2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,139.28733825683594,89908500.0,0.004175182536353628,139.83445739746094,144.41265029907225
AAPL,2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,134.6643829345703,74917800.0,-0.03319006149533299,137.8535186767578,144.2508529663086
AAPL,2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,146.64608764648438,118854000.0,0.08897456365827372,139.49501037597656,144.45637893676758
AAPL,2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,149.47177124023438,93979700.0,0.019268728127011414,141.75555725097655,145.03295669555663
AAPL,2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,148.05393981933594,73374100.0,-0.009485613297641748,143.62470397949218,145.3377830505371
AAPL,2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,149.81124877929688,89868300.0,0.011869383294394575,145.72948608398437,145.6636878967285
AAPL,2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,148.5631561279297,64218300.0,-0.008331101045729095,148.50924072265624,145.9217056274414
AAPL,2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,150.490234375,80389400.0,0.012971441219321367,149.27807006835937,146.29950256347655
AAPL,2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,151.05935668945312,74829600.0,0.0037817890098765794,149.59558715820313,146.51237258911132
AAPL,2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,147.7843475341797,58724100.0,-0.021680280037245092,149.5416687011719,146.45283889770508
AAPL,2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,149.95103454589844,51804100.0,0.014661140018347618,149.5696258544922,146.35759811401368
AAPL,2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,150.83970642089844,58301400.0,0.005926413763607474,150.02493591308593,146.45581588745117
AAPL,2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,147.8842010498047,35195900.0,-0.019593682865218565,149.50372924804688,146.6330352783203
AAPL,2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,144.00013732910156,69246000.0,-0.02626422358257896,148.09188537597657,146.0707893371582
AAPL,2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,140.9547882080078,83763800.0,-0.021148237616842258,146.7259735107422,145.47589492797852
AAPL,2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,147.8043212890625,111380900.0,0.04859383046247978,146.296630859375,145.35755004882813
AAPL,2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,148.08389282226562,71250400.0,0.0018914976961761365,145.74546813964844,145.5332908630371
AAPL,2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,147.58465576171875,65447400.0,-0.0033713123759251395,145.68555908203126,145.9905921936035
AAPL,2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,146.40646362304688,68826400.0,-0.007983161478345768,146.1668243408203,146.40246353149413
